Row Number,Shortest Rules
25,"[{'Rule': 'middle-middle-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && middle-left-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
26,"[{'Rule': 'middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
27,"[{'Rule': 'middle-right-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
28,"[{'Rule': 'top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
29,"[{'Rule': 'top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
30,"[{'Rule': 'bottom-middle-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && middle-left-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
31,"[{'Rule': 'middle-middle-square-b <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && middle-left-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
32,"[{'Rule': 'top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
33,"[{'Rule': 'top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
34,"[{'Rule': 'top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
35,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
36,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
37,"[{'Rule': 'middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
38,"[{'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
39,"[{'Rule': 'middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-b > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
40,"[{'Rule': 'bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
41,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
42,"[{'Rule': 'middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
43,"[{'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-b <= 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 => positive', 'Rule Length': 3}]"
