Rule,class,Length
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-b > 0.5),negative,10
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (middle-left-square-o > 0.5),negative,9
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-b <= 0.5),positive,10
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-b > 0.5),negative,10
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b > 0.5),negative,9
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-b > 0.5),negative,8
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-x <= 0.5),positive,12
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-x > 0.5),negative,12
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (top-middle-square-o > 0.5) & (top-right-square-x <= 0.5),negative,12
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (top-middle-square-o > 0.5) & (top-right-square-x > 0.5),positive,12
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (middle-right-square-b > 0.5),positive,10
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b <= 0.5) & (top-middle-square-b > 0.5),positive,9
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b > 0.5) & (top-right-square-o <= 0.5),negative,9
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x <= 0.5),negative,10
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o <= 0.5) & (middle-left-square-x > 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-b > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-x > 0.5),positive,10
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-x <= 0.5),negative,7
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5),positive,11
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b > 0.5),negative,11
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (middle-right-square-b <= 0.5),positive,11
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (middle-right-square-b > 0.5) & (middle-left-square-b <= 0.5),positive,12
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (middle-right-square-b > 0.5) & (middle-left-square-b > 0.5),negative,12
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o > 0.5),negative,9
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-x > 0.5) & (middle-right-square-o > 0.5),negative,8
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),positive,6
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o <= 0.5),negative,5
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o > 0.5) & (middle-right-square-x <= 0.5),negative,6
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5),negative,7
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x <= 0.5),negative,9
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5),positive,9
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-b > 0.5) & (top-left-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (middle-left-square-b > 0.5),negative,8
(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),positive,3
